stimulus;nblettres;freqlemfilms2;ifreq;wtype;word;correct_answer_tablette;correct_answer;type
dentiste;8;15.4;2;0;dentiste;1;m;word
traduire;8;15.41;2;0;traduire;1;m;word
tragédie;8;15.59;2;0;tragédie;1;m;word
affirmer;8;15.61;2;0;affirmer;1;m;word
business;8;15.62;2;0;business;1;m;word
habituel;8;15.66;2;0;habituel;1;m;word
familial;8;15.66;2;0;familial;1;m;word
caresser;8;15.69;2;0;caresser;1;m;word
déborder;8;15.75;2;0;déborder;1;m;word
offenser;8;15.79;2;0;offenser;1;m;word
saucisse;8;15.89;2;0;saucisse;1;m;word
humilier;8;16.01;2;0;humilier;1;m;word
affecter;8;16.1;2;0;affecter;1;m;word
excitant;8;16.14;2;0;excitant;1;m;word
médaille;8;16.32;2;0;médaille;1;m;word
troubler;8;16.33;2;0;troubler;1;m;word
bavarder;8;16.43;2;0;bavarder;1;m;word
investir;8;16.5;2;0;investir;1;m;word
adjudant;8;16.6;2;0;adjudant;1;m;word
habitant;8;16.68;2;0;habitant;1;m;word
dialogue;8;16.71;2;0;dialogue;1;m;word
défoncer;8;16.85;2;0;défoncer;1;m;word
instinct;8;16.95;2;0;instinct;1;m;word
économie;8;16.97;2;0;économie;1;m;word
éveiller;8;17.28;2;0;éveiller;1;m;word
racheter;8;17.33;2;0;racheter;1;m;word
ralentir;8;17.42;2;0;ralentir;1;m;word
trouille;8;17.43;2;0;trouille;1;m;word
célébrer;8;17.5;2;0;célébrer;1;m;word
milliard;8;17.52;2;0;milliard;1;m;word
capturer;8;17.67;2;0;capturer;1;m;word
candidat;8;17.7;2;0;candidat;1;m;word
angoisse;8;17.82;2;0;angoisse;1;m;word
éclairer;8;18.03;2;0;éclairer;1;m;word
araignée;8;18.2;2;0;araignée;1;m;word
dégoûter;8;18.39;2;0;dégoûter;1;m;word
trahison;8;18.61;2;0;trahison;1;m;word
planquer;8;18.79;2;0;planquer;1;m;word
négocier;8;18.82;2;0;négocier;1;m;word
alliance;8;18.85;2;0;alliance;1;m;word
emballer;8;18.86;2;0;emballer;1;m;word
évanouir;8;18.93;2;0;évanouir;1;m;word
franchir;8;18.93;2;0;franchir;1;m;word
criminel;8;19.06;2;0;criminel;1;m;word
scénario;8;19.14;2;0;scénario;1;m;word
illusion;8;19.14;2;0;illusion;1;m;word
fauteuil;8;19.27;2;0;fauteuil;1;m;word
mouiller;8;19.36;2;0;mouiller;1;m;word
physique;8;19.42;2;0;physique;1;m;word
employer;8;19.47;2;0;employer;1;m;word
commerce;8;19.57;2;0;commerce;1;m;word
solitude;8;19.64;2;0;solitude;1;m;word
enquêter;8;19.65;2;0;enquêter;1;m;word
détacher;8;19.69;2;0;détacher;1;m;word
garantir;8;19.74;2;0;garantir;1;m;word
paniquer;8;19.76;2;0;paniquer;1;m;word
sénateur;8;19.77;2;0;sénateur;1;m;word
incendie;8;19.84;2;0;incendie;1;m;word
étonnant;8;19.85;2;0;étonnant;1;m;word
reparler;8;19.93;2;0;reparler;1;m;word
réfléchi;8;20.28;2;0;réfléchi;1;m;word
brancher;8;20.34;2;0;brancher;1;m;word
répandre;8;20.39;2;0;répandre;1;m;word
ennuyeux;8;20.42;2;0;ennuyeux;1;m;word
vieillir;8;20.47;2;0;vieillir;1;m;word
scandale;8;20.92;2;0;scandale;1;m;word
espagnol;8;20.94;2;0;espagnol;1;m;word
réclamer;8;21;2;0;réclamer;1;m;word
disposer;8;21.07;2;0;disposer;1;m;word
décoller;8;21.15;2;0;décoller;1;m;word
assiette;8;21.24;2;0;assiette;1;m;word
poubelle;8;21.34;2;0;poubelle;1;m;word
officiel;8;21.36;2;0;officiel;1;m;word
relâcher;8;21.4;2;0;relâcher;1;m;word
magazine;8;21.42;2;0;magazine;1;m;word
pourvoir;8;21.48;2;0;pourvoir;1;m;word
mercredi;8;21.48;2;0;mercredi;1;m;word
soulager;8;21.57;2;0;soulager;1;m;word
chauffer;8;21.75;2;0;chauffer;1;m;word
fonction;8;21.95;2;0;fonction;1;m;word
véhicule;8;22.08;2;0;véhicule;1;m;word
cercueil;8;22.14;2;0;cercueil;1;m;word
ceinture;8;22.57;2;0;ceinture;1;m;word
exercice;8;22.66;2;0;exercice;1;m;word
parvenir;8;22.73;2;0;parvenir;1;m;word
attitude;8;23.03;2;0;attitude;1;m;word
couronne;8;23.15;2;0;couronne;1;m;word
enfoncer;8;23.3;2;0;enfoncer;1;m;word
éprouver;8;23.35;2;0;éprouver;1;m;word
médecine;8;23.51;2;0;médecine;1;m;word
chouette;8;23.77;2;0;chouette;1;m;word
courrier;8;23.98;2;0;courrier;1;m;word
entourer;8;23.99;2;0;entourer;1;m;word
soulever;8;24.26;2;0;soulever;1;m;word
écrivain;8;24.57;2;0;écrivain;1;m;word
avantage;8;24.63;2;0;avantage;1;m;word
précieux;8;24.66;2;0;précieux;1;m;word
religion;8;24.68;2;0;religion;1;m;word
document;8;24.86;2;0;document;1;m;word
exécuter;8;25.02;2;0;exécuter;1;m;word
inscrire;8;25.41;2;0;inscrire;1;m;word
empereur;8;25.55;2;0;empereur;1;m;word
torturer;8;25.55;2;0;torturer;1;m;word
semblant;8;25.63;2;0;semblant;1;m;word
comparer;8;25.84;2;0;comparer;1;m;word
principe;8;26.36;2;0;principe;1;m;word
épargner;8;26.39;2;0;épargner;1;m;word
poitrine;8;26.45;2;0;poitrine;1;m;word
déchirer;8;26.46;2;0;déchirer;1;m;word
boutique;8;26.53;2;0;boutique;1;m;word
inspirer;8;26.56;2;0;inspirer;1;m;word
atterrir;8;26.73;2;0;atterrir;1;m;word
sensible;8;26.79;2;0;sensible;1;m;word
repasser;8;26.91;2;0;repasser;1;m;word
insulter;8;26.93;2;0;insulter;1;m;word
exagérer;8;26.93;2;0;exagérer;1;m;word
cuisiner;8;27.13;2;0;cuisiner;1;m;word
conclure;8;27.26;2;0;conclure;1;m;word
échanger;8;27.38;2;0;échanger;1;m;word
divorcer;8;27.5;2;0;divorcer;1;m;word
signaler;8;27.92;2;0;signaler;1;m;word
souffler;8;28.33;2;0;souffler;1;m;word
étouffer;8;28.5;2;0;étouffer;1;m;word
jeunesse;8;28.71;2;0;jeunesse;1;m;word
suggérer;8;29;2;0;suggérer;1;m;word
centaine;8;29.22;2;0;centaine;1;m;word
rassurer;8;29.25;2;0;rassurer;1;m;word
peinture;8;29.53;2;0;peinture;1;m;word
dénoncer;8;29.57;2;0;dénoncer;1;m;word
aventure;8;29.66;2;0;aventure;1;m;word
brillant;8;29.89;2;0;brillant;1;m;word
dessiner;8;29.97;2;0;dessiner;1;m;word
exprimer;8;30.02;2;0;exprimer;1;m;word
contenir;8;30.07;2;0;contenir;1;m;word
éliminer;8;30.28;2;0;éliminer;1;m;word
assister;8;30.57;2;0;assister;1;m;word
patience;8;30.68;2;0;patience;1;m;word
adresser;8;30.71;2;0;adresser;1;m;word
dépenser;8;31.1;2;0;dépenser;1;m;word
étranger;8;31.39;2;0;étranger;1;m;word
habituer;8;31.89;2;0;habituer;1;m;word
bataille;8;32.02;2;0;bataille;1;m;word
promesse;8;32.2;2;0;promesse;1;m;word
escalier;8;32.29;2;0;escalier;1;m;word
cassette;8;32.4;2;0;cassette;1;m;word
vendredi;8;32.49;2;0;vendredi;1;m;word
autorité;8;32.95;2;0;autorité;1;m;word
décevoir;8;33.23;2;0;décevoir;1;m;word
trembler;8;34.13;2;0;trembler;1;m;word
réserver;8;34.31;2;0;réserver;1;m;word
identité;8;34.78;2;0;identité;1;m;word
pistolet;8;34.92;2;0;pistolet;1;m;word
victoire;8;34.96;2;0;victoire;1;m;word
champion;8;35.02;2;0;champion;1;m;word
continue;8;35.19;2;0;continue;1;m;word
créature;8;35.22;2;0;créature;1;m;word
soutenir;8;35.56;2;0;soutenir;1;m;word
démarrer;8;35.67;2;0;démarrer;1;m;word
examiner;8;36.36;2;0;examiner;1;m;word
indiquer;8;36.49;2;0;indiquer;1;m;word
carrière;8;36.54;2;0;carrière;1;m;word
ordonner;8;36.73;2;0;ordonner;1;m;word
effrayer;8;37.04;2;0;effrayer;1;m;word
informer;8;37.42;2;0;informer;1;m;word
pantalon;8;37.55;2;0;pantalon;1;m;word
promener;8;37.8;2;0;promener;1;m;word
tribunal;8;37.98;2;0;tribunal;1;m;word
déplacer;8;38.63;2;0;déplacer;1;m;word
convenir;8;38.82;2;0;convenir;1;m;word
résister;8;38.91;2;0;résister;1;m;word
collègue;8;38.93;2;0;collègue;1;m;word
innocent;8;39.31;2;0;innocent;1;m;word
disputer;8;39.31;2;0;disputer;1;m;word
retraite;8;39.45;2;0;retraite;1;m;word
puissant;8;39.99;2;0;puissant;1;m;word
gare;4;42.15;3;0;gare;1;m;word
stop;4;44.5;3;0;stop;1;m;word
sort;4;44.8;3;0;sort;1;m;word
mine;4;48.08;3;0;mine;1;m;word
toit;4;49.01;3;0;toit;1;m;word
code;4;51.27;3;0;code;1;m;word
vert;4;52.59;3;0;vert;1;m;word
dire;4;53.88;3;0;dire;1;m;word
zone;4;53.94;3;0;zone;1;m;word
test;4;55.38;3;0;test;1;m;word
voie;4;56.06;3;0;voie;1;m;word
pont;4;56.43;3;0;pont;1;m;word
bête;4;56.55;3;0;bête;1;m;word
acte;4;56.81;3;0;acte;1;m;word
goût;4;57.94;3;0;goût;1;m;word
base;4;59.22;3;0;base;1;m;word
neuf;4;59.45;3;0;neuf;1;m;word
lait;4;59.62;3;0;lait;1;m;word
vide;4;60.33;3;0;vide;1;m;word
lune;4;61.02;3;0;lune;1;m;word
note;4;62.82;3;0;note;1;m;word
taxi;4;63.77;3;0;taxi;1;m;word
juge;4;66.45;3;0;juge;1;m;word
club;4;67.51;3;0;club;1;m;word
pain;4;67.58;3;0;pain;1;m;word
tort;4;67.97;3;0;tort;1;m;word
haut;4;68.05;3;0;haut;1;m;word
ange;4;69.27;3;0;ange;1;m;word
bleu;4;70.61;3;0;bleu;1;m;word
cour;4;71.8;3;0;cour;1;m;word
hors;4;71.94;3;0;hors;1;m;word
soin;4;71.99;3;0;soin;1;m;word
dent;4;74.2;3;0;dent;1;m;word
bain;4;74.48;3;0;bain;1;m;word
joie;4;75.09;3;0;joie;1;m;word
fuir;4;76.82;3;0;fuir;1;m;word
vent;4;77.34;3;0;vent;1;m;word
fier;4;79.13;3;0;fier;1;m;word
près;4;79.53;3;0;près;1;m;word
bord;4;79.9;3;0;bord;1;m;word
robe;4;84.43;3;0;robe;1;m;word
peau;4;87.47;3;0;peau;1;m;word
doux;4;89.14;3;0;doux;1;m;word
mort;4;89.29;3;0;mort;1;m;word
oser;4;90.2;3;0;oser;1;m;word
trou;4;90.72;3;0;trou;1;m;word
chat;4;93;3;0;chat;1;m;word
fort;4;95.28;3;0;fort;1;m;word
pire;4;98.83;3;0;pire;1;m;word
coin;4;99.51;3;0;coin;1;m;word
geste;5;40.78;3;0;geste;1;m;word
front;5;41.03;3;0;front;1;m;word
titre;5;41.35;3;0;titre;1;m;word
leçon;5;41.48;3;0;leçon;1;m;word
malin;5;41.49;3;0;malin;1;m;word
punir;5;41.7;3;0;punir;1;m;word
pomme;5;42.35;3;0;pomme;1;m;word
lycée;5;42.56;3;0;lycée;1;m;word
mètre;5;43.49;3;0;mètre;1;m;word
étude;5;44.22;3;0;étude;1;m;word
adieu;5;44.44;3;0;adieu;1;m;word
utile;5;44.99;3;0;utile;1;m;word
obéir;5;45.12;3;0;obéir;1;m;word
désir;5;45.35;3;0;désir;1;m;word
ombre;5;45.67;3;0;ombre;1;m;word
larme;5;45.71;3;0;larme;1;m;word
objet;5;45.94;3;0;objet;1;m;word
pluie;5;46.1;3;0;pluie;1;m;word
frais;5;46.43;3;0;frais;1;m;word
louer;5;48.08;3;0;louer;1;m;word
plage;5;48.19;3;0;plage;1;m;word
repas;5;48.53;3;0;repas;1;m;word
fusil;5;48.61;3;0;fusil;1;m;word
bénir;5;48.77;3;0;bénir;1;m;word
souci;5;49.47;3;0;souci;1;m;word
odeur;5;49.57;3;0;odeur;1;m;word
poche;5;49.65;3;0;poche;1;m;word
tombe;5;49.67;3;0;tombe;1;m;word
crise;5;50.15;3;0;crise;1;m;word
moyen;5;50.69;3;0;moyen;1;m;word
arrêt;5;50.88;3;0;arrêt;1;m;word
danse;5;51.23;3;0;danse;1;m;word
usine;5;51.59;3;0;usine;1;m;word
piste;5;51.77;3;0;piste;1;m;word
folie;5;52.39;3;0;folie;1;m;word
mêler;5;53.84;3;0;mêler;1;m;word
genou;5;54.24;3;0;genou;1;m;word
juger;5;56.12;3;0;juger;1;m;word
faîte;5;56.42;3;0;faîte;1;m;word
champ;5;57.22;3;0;champ;1;m;word
gêner;5;57.76;3;0;gêner;1;m;word
reine;5;59.05;3;0;reine;1;m;word
trace;5;60.18;3;0;trace;1;m;word
taper;5;61.07;3;0;taper;1;m;word
match;5;63.48;3;0;match;1;m;word
époux;5;65.34;3;0;époux;1;m;word
calme;5;66.57;3;0;calme;1;m;word
glace;5;66.82;3;0;glace;1;m;word
parmi;5;69.17;3;0;parmi;1;m;word
liste;5;71.56;3;0;liste;1;m;word
ravir;5;72.67;3;0;ravir;1;m;word
riche;5;73.85;3;0;riche;1;m;word
laver;5;74.35;3;0;laver;1;m;word
durer;5;74.39;3;0;durer;1;m;word
pitié;5;76.38;3;0;pitié;1;m;word
héros;5;76.58;3;0;héros;1;m;word
tante;5;76.62;3;0;tante;1;m;word
ennui;5;76.64;3;0;ennui;1;m;word
droit;5;77.74;3;0;droit;1;m;word
radio;5;78.23;3;0;radio;1;m;word
bande;5;78.36;3;0;bande;1;m;word
chéri;5;78.54;3;0;chéri;1;m;word
règle;5;79.51;3;0;règle;1;m;word
rater;5;80.45;3;0;rater;1;m;word
selon;5;81.4;3;0;selon;1;m;word
bière;5;81.67;3;0;bière;1;m;word
arbre;5;81.69;3;0;arbre;1;m;word
image;5;82.13;3;0;image;1;m;word
signe;5;82.73;3;0;signe;1;m;word
poste;5;82.87;3;0;poste;1;m;word
chaud;5;84.16;3;0;chaud;1;m;word
créer;5;85.17;3;0;créer;1;m;word
doigt;5;85.69;3;0;doigt;1;m;word
virer;5;86.3;3;0;virer;1;m;word
exact;5;86.8;3;0;exact;1;m;word
santé;5;88.69;3;0;santé;1;m;word
boîte;5;88.81;3;0;boîte;1;m;word
enfer;5;88.86;3;0;enfer;1;m;word
ligne;5;89.83;3;0;ligne;1;m;word
forme;5;94.19;3;0;forme;1;m;word
fumer;5;98.49;3;0;fumer;1;m;word
fleur;5;99.75;3;0;fleur;1;m;word
mener;5;99.86;3;0;mener;1;m;word
chaise;6;40.02;3;0;chaise;1;m;word
filmer;6;40.08;3;0;filmer;1;m;word
nombre;6;40.16;3;0;nombre;1;m;word
marque;6;40.29;3;0;marque;1;m;word
alcool;6;41.3;3;0;alcool;1;m;word
rompre;6;41.37;3;0;rompre;1;m;word
réunir;6;41.93;3;0;réunir;1;m;word
oeuvre;6;41.96;3;0;oeuvre;1;m;word
effort;6;42.7;3;0;effort;1;m;word
taille;6;43.17;3;0;taille;1;m;word
espace;6;43.87;3;0;espace;1;m;word
viande;6;44.43;3;0;viande;1;m;word
jaloux;6;44.67;3;0;jaloux;1;m;word
guérir;6;44.73;3;0;guérir;1;m;word
public;6;44.81;3;0;public;1;m;word
mordre;6;44.85;3;0;mordre;1;m;word
paquet;6;44.96;3;0;paquet;1;m;word
saluer;6;45.09;3;0;saluer;1;m;word
valeur;6;45.4;3;0;valeur;1;m;word
procès;6;45.41;3;0;procès;1;m;word
unique;6;45.43;3;0;unique;1;m;word
nommer;6;45.6;3;0;nommer;1;m;word
presse;6;45.77;3;0;presse;1;m;word
siècle;6;45.77;3;0;siècle;1;m;word
gauche;6;45.88;3;0;gauche;1;m;word
source;6;46.44;3;0;source;1;m;word
malgré;6;46.5;3;0;malgré;1;m;word
samedi;6;46.53;3;0;samedi;1;m;word
fâcher;6;46.63;3;0;fâcher;1;m;word
trahir;6;46.83;3;0;trahir;1;m;word
ventre;6;46.91;3;0;ventre;1;m;word
couler;6;47.56;3;0;couler;1;m;word
examen;6;47.77;3;0;examen;1;m;word
sortie;6;47.81;3;0;sortie;1;m;word
chasse;6;47.99;3;0;chasse;1;m;word
hasard;6;48.07;3;0;hasard;1;m;word
montre;6;48.4;3;0;montre;1;m;word
rapide;6;48.73;3;0;rapide;1;m;word
énorme;6;49.27;3;0;énorme;1;m;word
gâcher;6;49.57;3;0;gâcher;1;m;word
couple;6;49.62;3;0;couple;1;m;word
trésor;6;49.92;3;0;trésor;1;m;word
niveau;6;50.7;3;0;niveau;1;m;word
serrer;6;50.99;3;0;serrer;1;m;word
valise;6;50.99;3;0;valise;1;m;word
coller;6;51.31;3;0;coller;1;m;word
élever;6;52.03;3;0;élever;1;m;word
second;6;52.5;3;0;second;1;m;word
destin;6;53.03;3;0;destin;1;m;word
marche;6;53.17;3;0;marche;1;m;word
étoile;6;54.63;3;0;étoile;1;m;word
métier;6;55.03;3;0;métier;1;m;word
gâteau;6;55.19;3;0;gâteau;1;m;word
briser;6;55.2;3;0;briser;1;m;word
proche;6;55.34;3;0;proche;1;m;word
pardon;6;55.62;3;0;pardon;1;m;word
détail;6;55.78;3;0;détail;1;m;word
membre;6;56.06;3;0;membre;1;m;word
caméra;6;56.18;3;0;caméra;1;m;word
livrer;6;56.53;3;0;livrer;1;m;word
centre;6;57;3;0;centre;1;m;word
devant;6;59.06;3;0;devant;1;m;word
camion;6;59.46;3;0;camion;1;m;word
jardin;6;60.21;3;0;jardin;1;m;word
regard;6;61.35;3;0;regard;1;m;word
avouer;6;61.56;3;0;avouer;1;m;word
excuse;6;61.58;3;0;excuse;1;m;word
rouler;6;61.82;3;0;rouler;1;m;word
prêter;6;62;3;0;prêter;1;m;word
secret;6;62.68;3;0;secret;1;m;word
cinéma;6;63.49;3;0;cinéma;1;m;word
devoir;6;63.59;3;0;devoir;1;m;word
causer;6;63.66;3;0;causer;1;m;word
espoir;6;64.22;3;0;espoir;1;m;word
forcer;6;64.64;3;0;forcer;1;m;word
église;6;64.75;3;0;église;1;m;word
combat;6;64.83;3;0;combat;1;m;word
enfuir;6;65.13;3;0;enfuir;1;m;word
pierre;6;67.17;3;0;pierre;1;m;word
cesser;6;68.11;3;0;cesser;1;m;word
époque;6;68.44;3;0;époque;1;m;word
colère;6;68.9;3;0;colère;1;m;word
langue;6;69.11;3;0;langue;1;m;word
avance;6;69.25;3;0;avance;1;m;word
risque;6;69.33;3;0;risque;1;m;word
projet;6;69.59;3;0;projet;1;m;word
mignon;6;69.71;3;0;mignon;1;m;word
course;6;72.48;3;0;course;1;m;word
laisse;6;72.53;3;0;laisse;1;m;word
beauté;6;72.56;3;0;beauté;1;m;word
avenir;6;72.61;3;0;avenir;1;m;word
blague;6;72.63;3;0;blague;1;m;word
ancien;6;73.16;3;0;ancien;1;m;word
sonner;6;73.67;3;0;sonner;1;m;word
cousin;6;73.87;3;0;cousin;1;m;word
acteur;6;74.77;3;0;acteur;1;m;word
témoin;6;74.78;3;0;témoin;1;m;word
entier;6;76.01;3;0;entier;1;m;word
bosser;6;76.28;3;0;bosser;1;m;word
dedans;6;76.55;3;0;dedans;1;m;word
oiseau;6;77.73;3;0;oiseau;1;m;word
douter;6;77.77;3;0;douter;1;m;word
classe;6;78.99;3;0;classe;1;m;word
banque;6;79.35;3;0;banque;1;m;word
tenter;6;79.75;3;0;tenter;1;m;word
danger;6;80.61;3;0;danger;1;m;word
parier;6;81.96;3;0;parier;1;m;word
coûter;6;83.15;3;0;coûter;1;m;word
billet;6;83.87;3;0;billet;1;m;word
régler;6;85.81;3;0;régler;1;m;word
autour;6;87.02;3;0;autour;1;m;word
éviter;6;87.47;3;0;éviter;1;m;word
bouche;6;90.03;3;0;bouche;1;m;word
debout;6;91.81;3;0;debout;1;m;word
ficher;6;97.84;3;0;ficher;1;m;word
signer;6;98.19;3;0;signer;1;m;word
prince;6;98.9;3;0;prince;1;m;word
visite;6;99.95;3;0;visite;1;m;word
vitesse;7;40.12;3;0;vitesse;1;m;word
appuyer;7;40.95;3;0;appuyer;1;m;word
éclater;7;41.33;3;0;éclater;1;m;word
théâtre;7;41.49;3;0;théâtre;1;m;word
confier;7;41.5;3;0;confier;1;m;word
annuler;7;42.11;3;0;annuler;1;m;word
profond;7;42.41;3;0;profond;1;m;word
cellule;7;42.98;3;0;cellule;1;m;word
énergie;7;43.06;3;0;énergie;1;m;word
majesté;7;43.43;3;0;majesté;1;m;word
abattre;7;43.47;3;0;abattre;1;m;word
chemise;7;43.66;3;0;chemise;1;m;word
château;7;43.68;3;0;château;1;m;word
marquer;7;43.78;3;0;marquer;1;m;word
faillir;7;44.19;3;0;faillir;1;m;word
article;7;44.45;3;0;article;1;m;word
sommeil;7;44.53;3;0;sommeil;1;m;word
voyager;7;45.74;3;0;voyager;1;m;word
joindre;7;46.37;3;0;joindre;1;m;word
volonté;7;47.08;3;0;volonté;1;m;word
fantôme;7;48.23;3;0;fantôme;1;m;word
menacer;7;49.63;3;0;menacer;1;m;word
tableau;7;50.11;3;0;tableau;1;m;word
moindre;7;50.12;3;0;moindre;1;m;word
nerveux;7;50.4;3;0;nerveux;1;m;word
défense;7;50.94;3;0;défense;1;m;word
justice;7;50.96;3;0;justice;1;m;word
costume;7;51.42;3;0;costume;1;m;word
reculer;7;52.15;3;0;reculer;1;m;word
presser;7;52.28;3;0;presser;1;m;word
nourrir;7;52.53;3;0;nourrir;1;m;word
terrain;7;52.58;3;0;terrain;1;m;word
accuser;7;52.72;3;0;accuser;1;m;word
urgence;7;53.03;3;0;urgence;1;m;word
déposer;7;53.09;3;0;déposer;1;m;word
contrat;7;53.23;3;0;contrat;1;m;word
méchant;7;53.37;3;0;méchant;1;m;word
superbe;7;53.42;3;0;superbe;1;m;word
étonner;7;53.63;3;0;étonner;1;m;word
présent;7;53.7;3;0;présent;1;m;word
énerver;7;53.83;3;0;énerver;1;m;word
honnête;7;53.89;3;0;honnête;1;m;word
écraser;7;54.42;3;0;écraser;1;m;word
respect;7;54.78;3;0;respect;1;m;word
allumer;7;54.8;3;0;allumer;1;m;word
attirer;7;54.91;3;0;attirer;1;m;word
chapeau;7;54.91;3;0;chapeau;1;m;word
chasser;7;54.93;3;0;chasser;1;m;word
environ;7;55.55;3;0;environ;1;m;word
miracle;7;56.89;3;0;miracle;1;m;word
malheur;7;56.89;3;0;malheur;1;m;word
coincer;7;56.95;3;0;coincer;1;m;word
enquête;7;57.98;3;0;enquête;1;m;word
couteau;7;58.15;3;0;couteau;1;m;word
refaire;7;58.27;3;0;refaire;1;m;word
attaque;7;59.92;3;0;attaque;1;m;word
magasin;7;60.62;3;0;magasin;1;m;word
mémoire;7;60.87;3;0;mémoire;1;m;word
planète;7;61.11;3;0;planète;1;m;word
remplir;7;61.21;3;0;remplir;1;m;word
cerveau;7;61.59;3;0;cerveau;1;m;word
ennuyer;7;62.48;3;0;ennuyer;1;m;word
grandir;7;63.99;3;0;grandir;1;m;word
demande;7;64.64;3;0;demande;1;m;word
morceau;7;64.78;3;0;morceau;1;m;word
diriger;7;65.1;3;0;diriger;1;m;word
traîner;7;65.49;3;0;traîner;1;m;word
dommage;7;65.59;3;0;dommage;1;m;word
travers;7;65.6;3;0;travers;1;m;word
désirer;7;65.63;3;0;désirer;1;m;word
maladie;7;66.04;3;0;maladie;1;m;word
séparer;7;66.22;3;0;séparer;1;m;word
réparer;7;67.7;3;0;réparer;1;m;word
machine;7;67.72;3;0;machine;1;m;word
engager;7;68.22;3;0;engager;1;m;word
contact;7;69.85;3;0;contact;1;m;word
courage;7;70.73;3;0;courage;1;m;word
étudier;7;70.9;3;0;étudier;1;m;word
retenir;7;71.58;3;0;retenir;1;m;word
stupide;7;71.75;3;0;stupide;1;m;word
manière;7;72.31;3;0;manière;1;m;word
deviner;7;72.77;3;0;deviner;1;m;word
oreille;7;73.54;3;0;oreille;1;m;word
adresse;7;73.92;3;0;adresse;1;m;word
société;7;75.46;3;0;société;1;m;word
libérer;7;75.77;3;0;libérer;1;m;word
douleur;7;75.89;3;0;douleur;1;m;word
capable;7;76.85;3;0;capable;1;m;word
système;7;76.92;3;0;système;1;m;word
prévoir;7;78.22;3;0;prévoir;1;m;word
bonheur;7;78.74;3;0;bonheur;1;m;word
dossier;7;78.91;3;0;dossier;1;m;word
liberté;7;79.53;3;0;liberté;1;m;word
retirer;7;80.26;3;0;retirer;1;m;word
intérêt;7;81.09;3;0;intérêt;1;m;word
poisson;7;81.51;3;0;poisson;1;m;word
couleur;7;82.25;3;0;couleur;1;m;word
spécial;7;83.73;3;0;spécial;1;m;word
chanson;7;84.92;3;0;chanson;1;m;word
mission;7;85.24;3;0;mission;1;m;word
étrange;7;85.61;3;0;étrange;1;m;word
conseil;7;87.14;3;0;conseil;1;m;word
cuisine;7;87.92;3;0;cuisine;1;m;word
obtenir;7;88.08;3;0;obtenir;1;m;word
couvrir;7;88.29;3;0;couvrir;1;m;word
prouver;7;88.83;3;0;prouver;1;m;word
fenêtre;7;90.55;3;0;fenêtre;1;m;word
obliger;7;91.63;3;0;obliger;1;m;word
charger;7;93.02;3;0;charger;1;m;word
exemple;7;93.2;3;0;exemple;1;m;word
reposer;7;95.2;3;0;reposer;1;m;word
avancer;7;95.62;3;0;avancer;1;m;word
village;7;95.82;3;0;village;1;m;word
mériter;7;97.06;3;0;mériter;1;m;word
réponse;7;97.06;3;0;réponse;1;m;word
répéter;7;98.31;3;0;répéter;1;m;word
balancer;8;40.12;3;0;balancer;1;m;word
résoudre;8;40.95;3;0;résoudre;1;m;word
allonger;8;41.05;3;0;allonger;1;m;word
éloigner;8;41.15;3;0;éloigner;1;m;word
allemand;8;41.32;3;0;allemand;1;m;word
ministre;8;41.41;3;0;ministre;1;m;word
violence;8;41.45;3;0;violence;1;m;word
déclarer;8;41.59;3;0;déclarer;1;m;word
renoncer;8;41.65;3;0;renoncer;1;m;word
blessure;8;41.81;3;0;blessure;1;m;word
insister;8;42.16;3;0;insister;1;m;word
fouiller;8;42.37;3;0;fouiller;1;m;word
dépasser;8;42.62;3;0;dépasser;1;m;word
observer;8;42.66;3;0;observer;1;m;word
posséder;8;42.76;3;0;posséder;1;m;word
ramasser;8;43.76;3;0;ramasser;1;m;word
deuxième;8;43.97;3;0;deuxième;1;m;word
détendre;8;44.39;3;0;détendre;1;m;word
présence;8;45.03;3;0;présence;1;m;word
attacher;8;46.37;3;0;attacher;1;m;word
endormir;8;48.19;3;0;endormir;1;m;word
enceinte;8;48.6;3;0;enceinte;1;m;word
produire;8;49.81;3;0;produire;1;m;word
admettre;8;50.05;3;0;admettre;1;m;word
campagne;8;51.12;3;0;campagne;1;m;word
déjeuner;8;51.34;3;0;déjeuner;1;m;word
appareil;8;51.53;3;0;appareil;1;m;word
accorder;8;52.27;3;0;accorder;1;m;word
supplier;8;53.66;3;0;supplier;1;m;word
exploser;8;53.79;3;0;exploser;1;m;word
inventer;8;53.96;3;0;inventer;1;m;word
arracher;8;54.19;3;0;arracher;1;m;word
charmant;8;54.51;3;0;charmant;1;m;word
officier;8;55.35;3;0;officier;1;m;word
annoncer;8;55.67;3;0;annoncer;1;m;word
éteindre;8;57.32;3;0;éteindre;1;m;word
habiller;8;58.27;3;0;habiller;1;m;word
enfermer;8;58.81;3;0;enfermer;1;m;word
repartir;8;58.84;3;0;repartir;1;m;word
renvoyer;8;59.22;3;0;renvoyer;1;m;word
résultat;8;59.47;3;0;résultat;1;m;word
parfaire;8;60.06;3;0;parfaire;1;m;word
dépendre;8;60.33;3;0;dépendre;1;m;word
mensonge;8;61.05;3;0;mensonge;1;m;word
plaindre;8;61.25;3;0;plaindre;1;m;word
ridicule;8;61.57;3;0;ridicule;1;m;word
occasion;8;61.89;3;0;occasion;1;m;word
