stimulus;nblettres;freqlemfilms2;ifreq;wtype;word;correct_answer_tablette;correct_answer;type
ruelle;6;6.25;1;0;ruelle;1;m;word
tueuse;6;6.26;1;0;tueuse;1;m;word
animer;6;6.28;1;0;animer;1;m;word
caviar;6;6.29;1;0;caviar;1;m;word
relire;6;6.31;1;0;relire;1;m;word
corvée;6;6.32;1;0;corvée;1;m;word
animal;6;6.33;1;0;animal;1;m;word
féroce;6;6.33;1;0;féroce;1;m;word
agacer;6;6.35;1;0;agacer;1;m;word
étaler;6;6.36;1;0;étaler;1;m;word
office;6;6.37;1;0;office;1;m;word
exquis;6;6.38;1;0;exquis;1;m;word
emplir;6;6.4;1;0;emplir;1;m;word
reflet;6;6.41;1;0;reflet;1;m;word
habile;6;6.44;1;0;habile;1;m;word
script;6;6.45;1;0;script;1;m;word
gérant;6;6.45;1;0;gérant;1;m;word
souper;6;6.48;1;0;souper;1;m;word
volume;6;6.48;1;0;volume;1;m;word
gibier;6;6.5;1;0;gibier;1;m;word
nausée;6;6.51;1;0;nausée;1;m;word
tacher;6;6.54;1;0;tacher;1;m;word
vaccin;6;6.54;1;0;vaccin;1;m;word
menton;6;6.58;1;0;menton;1;m;word
renard;6;6.66;1;0;renard;1;m;word
bonnir;6;6.67;1;0;bonnir;1;m;word
jument;6;6.67;1;0;jument;1;m;word
visuel;6;6.71;1;0;visuel;1;m;word
émeute;6;6.75;1;0;émeute;1;m;word
gifler;6;6.77;1;0;gifler;1;m;word
pureté;6;6.77;1;0;pureté;1;m;word
peigne;6;6.81;1;0;peigne;1;m;word
détour;6;6.82;1;0;détour;1;m;word
écurie;6;6.88;1;0;écurie;1;m;word
claque;6;6.88;1;0;claque;1;m;word
renier;6;6.88;1;0;renier;1;m;word
marais;6;6.91;1;0;marais;1;m;word
buffet;6;6.93;1;0;buffet;1;m;word
cahier;6;6.98;1;0;cahier;1;m;word
choeur;6;7;1;0;choeur;1;m;word
brebis;6;7.02;1;0;brebis;1;m;word
bannir;6;7.03;1;0;bannir;1;m;word
module;6;7.03;1;0;module;1;m;word
déchet;6;7.04;1;0;déchet;1;m;word
sûreté;6;7.04;1;0;sûreté;1;m;word
ardeur;6;7.08;1;0;ardeur;1;m;word
relais;6;7.09;1;0;relais;1;m;word
éponge;6;7.11;1;0;éponge;1;m;word
glacer;6;7.21;1;0;glacer;1;m;word
climat;6;7.21;1;0;climat;1;m;word
marine;6;7.26;1;0;marine;1;m;word
énigme;6;7.29;1;0;énigme;1;m;word
marbre;6;7.31;1;0;marbre;1;m;word
grange;6;7.33;1;0;grange;1;m;word
glaçon;6;7.4;1;0;glaçon;1;m;word
aboyer;6;7.43;1;0;aboyer;1;m;word
lasser;6;7.43;1;0;lasser;1;m;word
clouer;6;7.52;1;0;clouer;1;m;word
subtil;6;7.54;1;0;subtil;1;m;word
préfet;6;7.56;1;0;préfet;1;m;word
sermon;6;7.61;1;0;sermon;1;m;word
louche;6;7.63;1;0;louche;1;m;word
peiner;6;7.65;1;0;peiner;1;m;word
strict;6;7.66;1;0;strict;1;m;word
expert;6;7.66;1;0;expert;1;m;word
piller;6;7.66;1;0;piller;1;m;word
infâme;6;7.71;1;0;infâme;1;m;word
balade;6;7.71;1;0;balade;1;m;word
cerner;6;7.74;1;0;cerner;1;m;word
trajet;6;7.74;1;0;trajet;1;m;word
moulin;6;7.75;1;0;moulin;1;m;word
cochon;6;7.76;1;0;cochon;1;m;word
fendre;6;7.76;1;0;fendre;1;m;word
soupir;6;7.85;1;0;soupir;1;m;word
timbre;6;7.86;1;0;timbre;1;m;word
planer;6;7.86;1;0;planer;1;m;word
neiger;6;7.87;1;0;neiger;1;m;word
fureur;6;7.87;1;0;fureur;1;m;word
farine;6;7.95;1;0;farine;1;m;word
tumeur;6;7.96;1;0;tumeur;1;m;word
mineur;6;8.01;1;0;mineur;1;m;word
vapeur;6;8.02;1;0;vapeur;1;m;word
désert;6;8.02;1;0;désert;1;m;word
copier;6;8.07;1;0;copier;1;m;word
torche;6;8.09;1;0;torche;1;m;word
hisser;6;8.09;1;0;hisser;1;m;word
pyjama;6;8.11;1;0;pyjama;1;m;word
griffe;6;8.11;1;0;griffe;1;m;word
alerte;6;8.12;1;0;alerte;1;m;word
boulot;6;8.21;1;0;boulot;1;m;word
grippe;6;8.22;1;0;grippe;1;m;word
bonnet;6;8.37;1;0;bonnet;1;m;word
refuge;6;8.38;1;0;refuge;1;m;word
dicter;6;8.42;1;0;dicter;1;m;word
brosse;6;8.43;1;0;brosse;1;m;word
ardent;6;8.43;1;0;ardent;1;m;word
maître;6;8.45;1;0;maître;1;m;word
mérite;6;8.49;1;0;mérite;1;m;word
ultime;6;8.56;1;0;ultime;1;m;word
pousse;6;8.57;1;0;pousse;1;m;word
odieux;6;8.59;1;0;odieux;1;m;word
redire;6;8.61;1;0;redire;1;m;word
miette;6;8.68;1;0;miette;1;m;word
dédier;6;8.69;1;0;dédier;1;m;word
ciseau;6;8.72;1;0;ciseau;1;m;word
basque;6;8.73;1;0;basque;1;m;word
volant;6;8.78;1;0;volant;1;m;word
favori;6;8.79;1;0;favori;1;m;word
coudre;6;8.88;1;0;coudre;1;m;word
hanche;6;8.9;1;0;hanche;1;m;word
rougir;6;9.01;1;0;rougir;1;m;word
forger;6;9.02;1;0;forger;1;m;word
moitié;6;9.2;1;0;moitié;1;m;word
choisi;6;9.22;1;0;choisi;1;m;word
avérer;6;9.26;1;0;avérer;1;m;word
escroc;6;9.27;1;0;escroc;1;m;word
amende;6;9.37;1;0;amende;1;m;word
blâmer;6;9.38;1;0;blâmer;1;m;word
convoi;6;9.39;1;0;convoi;1;m;word
raisin;6;9.4;1;0;raisin;1;m;word
surfer;6;9.4;1;0;surfer;1;m;word
argent;6;9.41;1;0;argent;1;m;word
jambon;6;9.43;1;0;jambon;1;m;word
sévère;6;9.47;1;0;sévère;1;m;word
impact;6;9.54;1;0;impact;1;m;word
sieste;6;9.58;1;0;sieste;1;m;word
fourmi;6;9.61;1;0;fourmi;1;m;word
orteil;6;9.71;1;0;orteil;1;m;word
bétail;6;9.71;1;0;bétail;1;m;word
aviser;6;9.77;1;0;aviser;1;m;word
orbite;6;9.81;1;0;orbite;1;m;word
pécher;6;9.87;1;0;pécher;1;m;word
amical;6;9.88;1;0;amical;1;m;word
capter;6;9.89;1;0;capter;1;m;word
capture;7;3;1;0;capture;1;m;word
compote;7;3.01;1;0;compote;1;m;word
grogner;7;3.01;1;0;grogner;1;m;word
référer;7;3.02;1;0;référer;1;m;word
taverne;7;3.02;1;0;taverne;1;m;word
détroit;7;3.04;1;0;détroit;1;m;word
décoder;7;3.04;1;0;décoder;1;m;word
enrôler;7;3.04;1;0;enrôler;1;m;word
enivrer;7;3.06;1;0;enivrer;1;m;word
anxiété;7;3.06;1;0;anxiété;1;m;word
louange;7;3.06;1;0;louange;1;m;word
libéral;7;3.07;1;0;libéral;1;m;word
étriper;7;3.07;1;0;étriper;1;m;word
emprise;7;3.08;1;0;emprise;1;m;word
hameçon;7;3.08;1;0;hameçon;1;m;word
moisson;7;3.08;1;0;moisson;1;m;word
artisan;7;3.09;1;0;artisan;1;m;word
caillot;7;3.09;1;0;caillot;1;m;word
grouper;7;3.1;1;0;grouper;1;m;word
réforme;7;3.1;1;0;réforme;1;m;word
romance;7;3.12;1;0;romance;1;m;word
hospice;7;3.12;1;0;hospice;1;m;word
épargne;7;3.13;1;0;épargne;1;m;word
frousse;7;3.13;1;0;frousse;1;m;word
galoper;7;3.14;1;0;galoper;1;m;word
émigrer;7;3.15;1;0;émigrer;1;m;word
sacoche;7;3.16;1;0;sacoche;1;m;word
fertile;7;3.17;1;0;fertile;1;m;word
carbone;7;3.18;1;0;carbone;1;m;word
fresque;7;3.18;1;0;fresque;1;m;word
repaire;7;3.19;1;0;repaire;1;m;word
marmite;7;3.21;1;0;marmite;1;m;word
cigogne;7;3.22;1;0;cigogne;1;m;word
fusible;7;3.23;1;0;fusible;1;m;word
mouette;7;3.24;1;0;mouette;1;m;word
lugubre;7;3.25;1;0;lugubre;1;m;word
globule;7;3.25;1;0;globule;1;m;word
châtier;7;3.25;1;0;châtier;1;m;word
édifice;7;3.25;1;0;édifice;1;m;word
volupté;7;3.27;1;0;volupté;1;m;word
adoucir;7;3.27;1;0;adoucir;1;m;word
griffer;7;3.28;1;0;griffer;1;m;word
adéquat;7;3.28;1;0;adéquat;1;m;word
session;7;3.29;1;0;session;1;m;word
guignol;7;3.29;1;0;guignol;1;m;word
décimer;7;3.3;1;0;décimer;1;m;word
bistrot;7;3.3;1;0;bistrot;1;m;word
écolier;7;3.32;1;0;écolier;1;m;word
garanti;7;3.33;1;0;garanti;1;m;word
clément;7;3.36;1;0;clément;1;m;word
collant;7;3.37;1;0;collant;1;m;word
polluer;7;3.38;1;0;polluer;1;m;word
devenir;7;3.38;1;0;devenir;1;m;word
potence;7;3.4;1;0;potence;1;m;word
murmure;7;3.4;1;0;murmure;1;m;word
goudron;7;3.4;1;0;goudron;1;m;word
variété;7;3.42;1;0;variété;1;m;word
mosquée;7;3.43;1;0;mosquée;1;m;word
poulain;7;3.46;1;0;poulain;1;m;word
reptile;7;3.46;1;0;reptile;1;m;word
vacarme;7;3.46;1;0;vacarme;1;m;word
amasser;7;3.46;1;0;amasser;1;m;word
dégoter;7;3.47;1;0;dégoter;1;m;word
distant;7;3.48;1;0;distant;1;m;word
concret;7;3.48;1;0;concret;1;m;word
torchon;7;3.48;1;0;torchon;1;m;word
retaper;7;3.5;1;0;retaper;1;m;word
fausser;7;3.51;1;0;fausser;1;m;word
rejouer;7;3.51;1;0;rejouer;1;m;word
rebours;7;3.52;1;0;rebours;1;m;word
externe;7;3.53;1;0;externe;1;m;word
oeillet;7;3.53;1;0;oeillet;1;m;word
stocker;7;3.54;1;0;stocker;1;m;word
bafouer;7;3.54;1;0;bafouer;1;m;word
sorcier;7;3.54;1;0;sorcier;1;m;word
instant;7;3.55;1;0;instant;1;m;word
critère;7;3.55;1;0;critère;1;m;word
ivresse;7;3.56;1;0;ivresse;1;m;word
pendant;7;3.56;1;0;pendant;1;m;word
déjouer;7;3.58;1;0;déjouer;1;m;word
initier;7;3.59;1;0;initier;1;m;word
vigueur;7;3.61;1;0;vigueur;1;m;word
gracier;7;3.62;1;0;gracier;1;m;word
scooter;7;3.62;1;0;scooter;1;m;word
amputer;7;3.62;1;0;amputer;1;m;word
barbier;7;3.62;1;0;barbier;1;m;word
pharaon;7;3.63;1;0;pharaon;1;m;word
léopard;7;3.64;1;0;léopard;1;m;word
méfiant;7;3.64;1;0;méfiant;1;m;word
alléger;7;3.65;1;0;alléger;1;m;word
ravager;7;3.65;1;0;ravager;1;m;word
crucial;7;3.66;1;0;crucial;1;m;word
emprunt;7;3.66;1;0;emprunt;1;m;word
douille;7;3.67;1;0;douille;1;m;word
acompte;7;3.67;1;0;acompte;1;m;word
suédois;7;3.67;1;0;suédois;1;m;word
teindre;7;3.71;1;0;teindre;1;m;word
émerger;7;3.73;1;0;émerger;1;m;word
masquer;7;3.74;1;0;masquer;1;m;word
partage;7;3.74;1;0;partage;1;m;word
sixième;7;3.77;1;0;sixième;1;m;word
minimum;7;3.77;1;0;minimum;1;m;word
guichet;7;3.81;1;0;guichet;1;m;word
glacial;7;3.81;1;0;glacial;1;m;word
entrain;7;3.82;1;0;entrain;1;m;word
gouffre;7;3.84;1;0;gouffre;1;m;word
vétéran;7;3.84;1;0;vétéran;1;m;word
déraper;7;3.85;1;0;déraper;1;m;word
frayeur;7;3.86;1;0;frayeur;1;m;word
sardine;7;3.88;1;0;sardine;1;m;word
éblouir;7;3.88;1;0;éblouir;1;m;word
morbide;7;3.92;1;0;morbide;1;m;word
pupille;7;3.92;1;0;pupille;1;m;word
fleurir;7;3.95;1;0;fleurir;1;m;word
baratin;7;4.03;1;0;baratin;1;m;word
pèlerin;7;4.04;1;0;pèlerin;1;m;word
kiosque;7;4.05;1;0;kiosque;1;m;word
fanfare;7;4.07;1;0;fanfare;1;m;word
mendier;7;4.07;1;0;mendier;1;m;word
mélodie;7;4.08;1;0;mélodie;1;m;word
semelle;7;4.1;1;0;semelle;1;m;word
sensuel;7;4.1;1;0;sensuel;1;m;word
lâcheté;7;4.17;1;0;lâcheté;1;m;word
citerne;7;4.19;1;0;citerne;1;m;word
camping;7;4.2;1;0;camping;1;m;word
minéral;7;4.2;1;0;minéral;1;m;word
peluche;7;4.21;1;0;peluche;1;m;word
abréger;7;4.21;1;0;abréger;1;m;word
couvert;7;4.22;1;0;couvert;1;m;word
tatouer;7;4.22;1;0;tatouer;1;m;word
meeting;7;4.23;1;0;meeting;1;m;word
cantine;7;4.23;1;0;cantine;1;m;word
trouble;7;4.24;1;0;trouble;1;m;word
spectre;7;4.25;1;0;spectre;1;m;word
traître;7;4.27;1;0;traître;1;m;word
dériver;7;4.28;1;0;dériver;1;m;word
enfouir;7;4.3;1;0;enfouir;1;m;word
velours;7;4.31;1;0;velours;1;m;word
nombril;7;4.34;1;0;nombril;1;m;word
tonneau;7;4.37;1;0;tonneau;1;m;word
coussin;7;4.41;1;0;coussin;1;m;word
daigner;7;4.41;1;0;daigner;1;m;word
banquet;7;4.41;1;0;banquet;1;m;word
cascade;7;4.41;1;0;cascade;1;m;word
hygiène;7;4.42;1;0;hygiène;1;m;word
enlacer;7;4.42;1;0;enlacer;1;m;word
parquet;7;4.43;1;0;parquet;1;m;word
foulard;7;4.44;1;0;foulard;1;m;word
éjecter;7;4.46;1;0;éjecter;1;m;word
flairer;7;4.47;1;0;flairer;1;m;word
ligoter;7;4.49;1;0;ligoter;1;m;word
grimace;7;4.5;1;0;grimace;1;m;word
ballade;7;4.54;1;0;ballade;1;m;word
palmier;7;4.57;1;0;palmier;1;m;word
peupler;7;4.58;1;0;peupler;1;m;word
pinceau;7;4.59;1;0;pinceau;1;m;word
truquer;7;4.62;1;0;truquer;1;m;word
routier;7;4.63;1;0;routier;1;m;word
céréale;7;4.67;1;0;céréale;1;m;word
aliment;7;4.67;1;0;aliment;1;m;word
hormone;7;4.69;1;0;hormone;1;m;word
notaire;7;4.69;1;0;notaire;1;m;word
virgule;7;4.69;1;0;virgule;1;m;word
coriace;7;4.7;1;0;coriace;1;m;word
cynique;7;4.7;1;0;cynique;1;m;word
dauphin;7;4.71;1;0;dauphin;1;m;word
dévouer;7;4.71;1;0;dévouer;1;m;word
athlète;7;4.75;1;0;athlète;1;m;word
pendule;7;4.78;1;0;pendule;1;m;word
pelouse;7;4.79;1;0;pelouse;1;m;word
croître;7;4.79;1;0;croître;1;m;word
flamber;7;4.8;1;0;flamber;1;m;word
cabaret;7;4.82;1;0;cabaret;1;m;word
baptême;7;4.84;1;0;baptême;1;m;word
abandon;7;4.84;1;0;abandon;1;m;word
élargir;7;4.85;1;0;élargir;1;m;word
comique;7;4.86;1;0;comique;1;m;word
rigueur;7;4.87;1;0;rigueur;1;m;word
monstre;7;4.88;1;0;monstre;1;m;word
ajuster;7;4.88;1;0;ajuster;1;m;word
smoking;7;4.9;1;0;smoking;1;m;word
gagnant;7;4.94;1;0;gagnant;1;m;word
résider;7;4.95;1;0;résider;1;m;word
commode;7;4.96;1;0;commode;1;m;word
funeste;7;4.97;1;0;funeste;1;m;word
tablier;7;4.98;1;0;tablier;1;m;word
liqueur;7;5;1;0;liqueur;1;m;word
fouille;7;5;1;0;fouille;1;m;word
glacier;7;5;1;0;glacier;1;m;word
étagère;7;5.06;1;0;étagère;1;m;word
partant;7;5.07;1;0;partant;1;m;word
bronzer;7;5.1;1;0;bronzer;1;m;word
implant;7;5.11;1;0;implant;1;m;word
brigand;7;5.14;1;0;brigand;1;m;word
écharpe;7;5.14;1;0;écharpe;1;m;word
toxique;7;5.2;1;0;toxique;1;m;word
soprano;7;5.21;1;0;soprano;1;m;word
croquer;7;5.23;1;0;croquer;1;m;word
idiotie;7;5.27;1;0;idiotie;1;m;word
poindre;7;5.28;1;0;poindre;1;m;word
dortoir;7;5.29;1;0;dortoir;1;m;word
caresse;7;5.32;1;0;caresse;1;m;word
aboutir;7;5.34;1;0;aboutir;1;m;word
brandir;7;5.4;1;0;brandir;1;m;word
avorter;7;5.43;1;0;avorter;1;m;word
simuler;7;5.46;1;0;simuler;1;m;word
portant;7;5.46;1;0;portant;1;m;word
détente;7;5.47;1;0;détente;1;m;word
relaxer;7;5.48;1;0;relaxer;1;m;word
méditer;7;5.49;1;0;méditer;1;m;word
motiver;7;5.5;1;0;motiver;1;m;word
sombrer;7;5.51;1;0;sombrer;1;m;word
couture;7;5.52;1;0;couture;1;m;word
fouiner;7;5.54;1;0;fouiner;1;m;word
épingle;7;5.57;1;0;épingle;1;m;word
carnage;7;5.59;1;0;carnage;1;m;word
sceller;7;5.62;1;0;sceller;1;m;word
parlant;7;5.62;1;0;parlant;1;m;word
moineau;7;5.65;1;0;moineau;1;m;word
charmer;7;5.69;1;0;charmer;1;m;word
capsule;7;5.69;1;0;capsule;1;m;word
maigrir;7;5.7;1;0;maigrir;1;m;word
corbeau;7;5.72;1;0;corbeau;1;m;word
sentier;7;5.72;1;0;sentier;1;m;word
évaluer;7;5.75;1;0;évaluer;1;m;word
jaillir;7;5.79;1;0;jaillir;1;m;word
digérer;7;5.8;1;0;digérer;1;m;word
maximum;7;5.8;1;0;maximum;1;m;word
cruauté;7;5.8;1;0;cruauté;1;m;word
prodige;7;5.83;1;0;prodige;1;m;word
sourcil;7;5.85;1;0;sourcil;1;m;word
falaise;7;5.85;1;0;falaise;1;m;word
vénérer;7;5.86;1;0;vénérer;1;m;word
bruyant;7;5.88;1;0;bruyant;1;m;word
robinet;7;5.89;1;0;robinet;1;m;word
vautour;7;5.89;1;0;vautour;1;m;word
feindre;7;5.92;1;0;feindre;1;m;word
affoler;7;5.92;1;0;affoler;1;m;word
rouleau;7;5.93;1;0;rouleau;1;m;word
rebelle;7;5.95;1;0;rebelle;1;m;word
languir;7;5.99;1;0;languir;1;m;word
épatant;7;5.99;1;0;épatant;1;m;word
clôture;7;6;1;0;clôture;1;m;word
microbe;7;6;1;0;microbe;1;m;word
confort;7;6.02;1;0;confort;1;m;word
ouragan;7;6.05;1;0;ouragan;1;m;word
expirer;7;6.06;1;0;expirer;1;m;word
gorille;7;6.06;1;0;gorille;1;m;word
ouvrier;7;6.07;1;0;ouvrier;1;m;word
chiffon;7;6.11;1;0;chiffon;1;m;word
enrager;7;6.13;1;0;enrager;1;m;word
saboter;7;6.25;1;0;saboter;1;m;word
tutoyer;7;6.25;1;0;tutoyer;1;m;word
équiper;7;6.27;1;0;équiper;1;m;word
bluffer;7;6.3;1;0;bluffer;1;m;word
morsure;7;6.31;1;0;morsure;1;m;word
inciter;7;6.32;1;0;inciter;1;m;word
sordide;7;6.37;1;0;sordide;1;m;word
alerter;7;6.4;1;0;alerter;1;m;word
rizière;7;6.45;1;0;rizière;1;m;word
fiction;7;6.46;1;0;fiction;1;m;word
brûlure;7;6.47;1;0;brûlure;1;m;word
céleste;7;6.48;1;0;céleste;1;m;word
caverne;7;6.58;1;0;caverne;1;m;word
ronfler;7;6.62;1;0;ronfler;1;m;word
affamer;7;6.62;1;0;affamer;1;m;word
biberon;7;6.65;1;0;biberon;1;m;word
révolte;7;6.66;1;0;révolte;1;m;word
enchère;7;6.67;1;0;enchère;1;m;word
inonder;7;6.69;1;0;inonder;1;m;word
irriter;7;6.7;1;0;irriter;1;m;word
doucher;7;6.75;1;0;doucher;1;m;word
rouvrir;7;6.76;1;0;rouvrir;1;m;word
replier;7;6.78;1;0;replier;1;m;word
capital;7;6.78;1;0;capital;1;m;word
exaucer;7;6.8;1;0;exaucer;1;m;word
saouler;7;6.84;1;0;saouler;1;m;word
combine;7;6.84;1;0;combine;1;m;word
vitrine;7;6.84;1;0;vitrine;1;m;word
colombe;7;6.84;1;0;colombe;1;m;word
tournoi;7;6.86;1;0;tournoi;1;m;word
tranche;7;6.95;1;0;tranche;1;m;word
ressort;7;6.95;1;0;ressort;1;m;word
impasse;7;6.95;1;0;impasse;1;m;word
sottise;7;6.97;1;0;sottise;1;m;word
costaud;7;6.98;1;0;costaud;1;m;word
mijoter;7;6.98;1;0;mijoter;1;m;word
trophée;7;7.02;1;0;trophée;1;m;word
roulant;7;7.03;1;0;roulant;1;m;word
matelot;7;7.04;1;0;matelot;1;m;word
berceau;7;7.05;1;0;berceau;1;m;word
stérile;7;7.07;1;0;stérile;1;m;word
déduire;7;7.08;1;0;déduire;1;m;word
dépense;7;7.11;1;0;dépense;1;m;word
centime;7;7.14;1;0;centime;1;m;word
blouson;7;7.15;1;0;blouson;1;m;word
dérober;7;7.15;1;0;dérober;1;m;word
peloton;7;7.15;1;0;peloton;1;m;word
rancune;7;7.2;1;0;rancune;1;m;word
antique;7;7.21;1;0;antique;1;m;word
définir;7;7.22;1;0;définir;1;m;word
bouchon;7;7.25;1;0;bouchon;1;m;word
loterie;7;7.25;1;0;loterie;1;m;word
escorte;7;7.28;1;0;escorte;1;m;word
dessein;7;7.29;1;0;dessein;1;m;word
vermine;7;7.31;1;0;vermine;1;m;word
calibre;7;7.32;1;0;calibre;1;m;word
anormal;7;7.4;1;0;anormal;1;m;word
toucher;7;7.41;1;0;toucher;1;m;word
freiner;7;7.43;1;0;freiner;1;m;word
entamer;7;7.44;1;0;entamer;1;m;word
offense;7;7.45;1;0;offense;1;m;word
résumer;7;7.48;1;0;résumer;1;m;word
poussin;7;7.5;1;0;poussin;1;m;word
régaler;7;7.54;1;0;régaler;1;m;word
fardeau;7;7.56;1;0;fardeau;1;m;word
caleçon;7;7.58;1;0;caleçon;1;m;word
arbitre;7;7.59;1;0;arbitre;1;m;word
barreau;7;7.61;1;0;barreau;1;m;word
brosser;7;7.65;1;0;brosser;1;m;word
ampoule;7;7.66;1;0;ampoule;1;m;word
liquide;7;7.7;1;0;liquide;1;m;word
buisson;7;7.73;1;0;buisson;1;m;word
coffrer;7;7.75;1;0;coffrer;1;m;word
coucher;7;7.8;1;0;coucher;1;m;word
aligner;7;7.8;1;0;aligner;1;m;word
prêcher;7;7.82;1;0;prêcher;1;m;word
billard;7;7.84;1;0;billard;1;m;word
abriter;7;7.92;1;0;abriter;1;m;word
advenir;7;7.94;1;0;advenir;1;m;word
légiste;7;7.97;1;0;légiste;1;m;word
maudire;7;7.97;1;0;maudire;1;m;word
haleine;7;8;1;0;haleine;1;m;word
exploit;7;8;1;0;exploit;1;m;word
martial;7;8.02;1;0;martial;1;m;word
février;7;8.03;1;0;février;1;m;word
finance;7;8.03;1;0;finance;1;m;word
éduquer;7;8.07;1;0;éduquer;1;m;word
funèbre;7;8.07;1;0;funèbre;1;m;word
carreau;7;8.1;1;0;carreau;1;m;word
ignoble;7;8.11;1;0;ignoble;1;m;word
inclure;7;8.12;1;0;inclure;1;m;word
égoïste;7;8.13;1;0;égoïste;1;m;word
balance;7;8.19;1;0;balance;1;m;word
réviser;7;8.21;1;0;réviser;1;m;word
portier;7;8.23;1;0;portier;1;m;word
boucher;7;8.26;1;0;boucher;1;m;word
licence;7;8.27;1;0;licence;1;m;word
dépêche;7;8.29;1;0;dépêche;1;m;word
janvier;7;8.34;1;0;janvier;1;m;word
hôtesse;7;8.34;1;0;hôtesse;1;m;word
décéder;7;8.38;1;0;décéder;1;m;word
coiffer;7;8.38;1;0;coiffer;1;m;word
rupture;7;8.39;1;0;rupture;1;m;word
intense;7;8.45;1;0;intense;1;m;word
rédiger;7;8.49;1;0;rédiger;1;m;word
lessive;7;8.51;1;0;lessive;1;m;word
apaiser;7;8.52;1;0;apaiser;1;m;word
guetter;7;8.52;1;0;guetter;1;m;word
décorer;7;8.54;1;0;décorer;1;m;word
hostile;7;8.56;1;0;hostile;1;m;word
scanner;7;8.56;1;0;scanner;1;m;word
accéder;7;8.58;1;0;accéder;1;m;word
portail;7;8.61;1;0;portail;1;m;word
frisson;7;8.62;1;0;frisson;1;m;word
verdict;7;8.63;1;0;verdict;1;m;word
concept;7;8.66;1;0;concept;1;m;word
beignet;7;8.69;1;0;beignet;1;m;word
fourgon;7;8.69;1;0;fourgon;1;m;word
faculté;7;8.73;1;0;faculté;1;m;word
gronder;7;8.74;1;0;gronder;1;m;word
trousse;7;8.79;1;0;trousse;1;m;word
sanguin;7;8.84;1;0;sanguin;1;m;word
haricot;7;8.85;1;0;haricot;1;m;word
caprice;7;8.94;1;0;caprice;1;m;word
esclave;7;8.98;1;0;esclave;1;m;word
visible;7;8.98;1;0;visible;1;m;word
matelas;7;8.98;1;0;matelas;1;m;word
caserne;7;8.99;1;0;caserne;1;m;word
écouler;7;9.01;1;0;écouler;1;m;word
égorger;7;9.04;1;0;égorger;1;m;word
horizon;7;9.04;1;0;horizon;1;m;word
prédire;7;9.05;1;0;prédire;1;m;word
vertige;7;9.06;1;0;vertige;1;m;word
graisse;7;9.09;1;0;graisse;1;m;word
abeille;7;9.11;1;0;abeille;1;m;word
ralenti;7;9.2;1;0;ralenti;1;m;word
charbon;7;9.24;1;0;charbon;1;m;word
fatigue;7;9.25;1;0;fatigue;1;m;word
tousser;7;9.28;1;0;tousser;1;m;word
navette;7;9.35;1;0;navette;1;m;word
combler;7;9.37;1;0;combler;1;m;word
loyauté;7;9.38;1;0;loyauté;1;m;word
grenier;7;9.39;1;0;grenier;1;m;word
blaguer;7;9.41;1;0;blaguer;1;m;word
archive;7;9.42;1;0;archive;1;m;word
émettre;7;9.45;1;0;émettre;1;m;word
stopper;7;9.46;1;0;stopper;1;m;word
galaxie;7;9.53;1;0;galaxie;1;m;word
endurer;7;9.67;1;0;endurer;1;m;word
refiler;7;9.7;1;0;refiler;1;m;word
soulier;7;9.76;1;0;soulier;1;m;word
affiche;7;9.78;1;0;affiche;1;m;word
armoire;7;9.79;1;0;armoire;1;m;word
heurter;7;9.79;1;0;heurter;1;m;word
récolte;7;9.83;1;0;récolte;1;m;word
maillot;7;9.88;1;0;maillot;1;m;word
mélange;7;9.9;1;0;mélange;1;m;word
astiquer;8;3;1;0;astiquer;1;m;word
tournure;8;3;1;0;tournure;1;m;word
flambeau;8;3.04;1;0;flambeau;1;m;word
naufrage;8;3.04;1;0;naufrage;1;m;word
flancher;8;3.04;1;0;flancher;1;m;word
délirant;8;3.05;1;0;délirant;1;m;word
rubrique;8;3.06;1;0;rubrique;1;m;word
démentir;8;3.06;1;0;démentir;1;m;word
ambulant;8;3.08;1;0;ambulant;1;m;word
aviateur;8;3.09;1;0;aviateur;1;m;word
lanterne;8;3.09;1;0;lanterne;1;m;word
démanger;8;3.1;1;0;démanger;1;m;word
profaner;8;3.12;1;0;profaner;1;m;word
collecte;8;3.13;1;0;collecte;1;m;word
auditeur;8;3.15;1;0;auditeur;1;m;word
marmotte;8;3.15;1;0;marmotte;1;m;word
alphabet;8;3.16;1;0;alphabet;1;m;word
raffoler;8;3.16;1;0;raffoler;1;m;word
abattoir;8;3.16;1;0;abattoir;1;m;word
marécage;8;3.18;1;0;marécage;1;m;word
tabouret;8;3.19;1;0;tabouret;1;m;word
tricoter;8;3.19;1;0;tricoter;1;m;word
affliger;8;3.21;1;0;affliger;1;m;word
garnison;8;3.23;1;0;garnison;1;m;word
durement;8;3.27;1;0;durement;1;m;word
pointure;8;3.27;1;0;pointure;1;m;word
repêcher;8;3.27;1;0;repêcher;1;m;word
éplucher;8;3.27;1;0;éplucher;1;m;word
empester;8;3.28;1;0;empester;1;m;word
paternel;8;3.29;1;0;paternel;1;m;word
poliment;8;3.29;1;0;poliment;1;m;word
terminus;8;3.3;1;0;terminus;1;m;word
mystique;8;3.31;1;0;mystique;1;m;word
incarner;8;3.31;1;0;incarner;1;m;word
agricole;8;3.31;1;0;agricole;1;m;word
bûcheron;8;3.33;1;0;bûcheron;1;m;word
